Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
FR000004;4MO;06666X0006/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;46,015484954;1,942728103
FR000004;4MO;06907X0005/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,801948903;1,964078097
FR000004;4MO;06907X0016/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,787887648;1,966677363
FR000004;4MO;06906X0008/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,726218608;1,967701407
FR000004;4MO;06906X0012/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,725734930;1,989524110
FR000004;4MO;06907X0012/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,800024025;2,000052878
FR000004;4MO;06907X0002/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,820318236;2,014921799
FR000004;4MO;07143X0014/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,726611001;2,028385639
FR000004;4MO;06907X0019/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,718395491;2,030248027
FR000004;4MO;06907X0018/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,718784443;2,063891334
FR000004;4MO;06908X0017/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,704495722;2,075087262
FR000004;4MO;07144X0011/111111;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,693852282;2,077228657
FR000004;4MO;07144X0024/HY;1;SAGE04016;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59125;Vienne;1;sage;134707;45,694515667;2,096526748
FR000004;4MO;03192X6015/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,175098350;-0,984811627
FR000004;4MO;02842X0019/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,369544216;-0,969449196
FR000004;4MO;03192X6011/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,254271379;-0,963330582
FR000004;4MO;03196X0013/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,068031479;-0,908085574
FR000004;4MO;02847X0017/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,219693747;-0,901544442
FR000004;4MO;02843X0006/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,397116785;-0,896139685
FR000004;4MO;02487X0505/P1;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,437684300;-0,881664836
FR000004;4MO;03553X0001/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,056142929;-0,869846643
FR000004;4MO;02843X0009/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,335859868;-0,825888385
FR000004;4MO;03197X6021/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,069133492;-0,811665800
FR000004;4MO;02843X0010/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,364445260;-0,804957983
FR000004;4MO;02848X0009/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,289959399;-0,786418575
FR000004;4MO;02855X6006/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,246689642;-0,779565201
FR000004;4MO;03194X0012/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,215190699;-0,760893930
FR000004;4MO;02844X0007/P2;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,311130270;-0,755788189
FR000004;4MO;03194X6023/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,222037348;-0,753805374
FR000004;4MO;02855X0008/P5;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,325466450;-0,702989304
FR000004;4MO;02851X0008/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,343634416;-0,661483555
FR000004;4MO;03205X0004/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,079313757;-0,646296476
FR000004;4MO;02116X0002/CA;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,628360844;-0,625273902
FR000004;4MO;03201X0002/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,159527714;-0,624955515
FR000004;4MO;02852X0005/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,369027453;-0,611565761
FR000004;4MO;02855X0005/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,233281171;-0,598344885
FR000004;4MO;03206X0017/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,129212098;-0,562548991
FR000004;4MO;02496X6004/FE;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,414634420;-0,531586241
FR000004;4MO;03208X0013/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,132672246;-0,506783440
FR000004;4MO;02853X0004/HYD;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,344786829;-0,497172332
FR000004;4MO;02496X0505/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,451373838;-0,491829497
FR000004;4MO;03208X0016/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,136794660;-0,491106352
FR000004;4MO;03207X0004/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,152731149;-0,455555141
FR000004;4MO;02853X0007/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,328274525;-0,455269416
FR000004;4MO;02854X0013/P1;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,373537891;-0,423446295
FR000004;4MO;02858X0004/HYD;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,262830373;-0,397486518
FR000004;4MO;02854X0009/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,324735232;-0,381646997
FR000004;4MO;03204X0004/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,171918055;-0,356711093
FR000004;4MO;02861X0007/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,403596603;-0,312283686
FR000004;4MO;02502X0521/PD;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,512726756;-0,267383823
FR000004;4MO;02861X0006/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,371472357;-0,265498456
FR000004;4MO;02502X0512/SOURA1;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,521809720;-0,254898200
FR000004;4MO;02502X0523/PE;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,528916442;-0,238675354
FR000004;4MO;02502X0510/F;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,531124480;-0,217601553
FR000004;4MO;02506X0008/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,442117641;-0,185429212
FR000004;4MO;02507X0505/P;1;SAGE04018;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59129;Mayenne;1;sage;135584;48,460194139;-0,164351499
FR000004;4MO;03591X0033/P;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,032590831;0,354357897
FR000004;4MO;03591X0092/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,052750225;0,359403305
FR000004;4MO;03588X0009/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,858237719;0,386208578
FR000004;4MO;03595X0002/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,868884209;0,390010412
FR000004;4MO;03591X0064/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,071220536;0,392264492
FR000004;4MO;03231X0010/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,150620673;0,399044304
FR000004;4MO;03595X0004/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,899937471;0,414209920
FR000004;4MO;03591X0078/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,999524435;0,434933818
FR000004;4MO;02525X0008/C1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,448633505;0,452633211
FR000004;4MO;03231X0022/F4;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,178454436;0,471222167
FR000004;4MO;03592X0086/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,023881701;0,494172912
FR000004;4MO;03236X0023/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,059772105;0,507995365
FR000004;4MO;03236X0021/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,121115838;0,544675840
FR000004;4MO;03593X0001/F1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,992902536;0,559518567
FR000004;4MO;02527X0003/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,497056560;0,566068124
FR000004;4MO;02527X0007/C1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,442035011;0,572455369
FR000004;4MO;03593X0002/F2;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,025671722;0,577605797
FR000004;4MO;03593X0059/F2;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,980868389;0,618786869
FR000004;4MO;03594X0035/F1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;47,981304141;0,637881975
FR000004;4MO;03234X0532/F2;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,211898752;0,642157389
FR000004;4MO;03234X0533/F3;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,210840665;0,647076458
FR000004;4MO;03234X0521/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,211712219;0,652911016
FR000004;4MO;03594X0005/F2;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,037308306;0,653801561
FR000004;4MO;03238X0006/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,091127295;0,656519196
FR000004;4MO;03234X0507/P1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,209022044;0,660049631
FR000004;4MO;03238X0045/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,056769956;0,675176197
FR000004;4MO;03238X0010/SOURCE;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,107747749;0,713919369
FR000004;4MO;03241X0502/F;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,195088430;0,722268789
FR000004;4MO;02896X0005/FAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,321486310;0,850714184
FR000004;4MO;03242X0011/PF;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,211988990;0,883707822
FR000004;4MO;02897X0005/HYAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,323258658;0,884750811
FR000004;4MO;02897X0009/PAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,322192205;0,895143720
FR000004;4MO;02894X0016/HYAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,413457699;0,945200091
FR000004;4MO;02893X2001/HYAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,392137220;0,954318584
FR000004;4MO;02894X0019/FAEP;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,377970752;0,982972971
FR000004;4MO;05353X0015/F;1;SAGE04002;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59131;Logne, Boulogne, Ognon et Lac de Grand Lieu;1;sage;119486;46,870977718;-1,586024190
FR000004;4MO;05095X0042/P;1;SAGE04002;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59131;Logne, Boulogne, Ognon et Lac de Grand Lieu;1;sage;119486;46,989902957;-1,433627845
FR000004;4MO;03981X0005/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,852760426;1,820663511
FR000004;4MO;03982X0006/F;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,886382753;1,900776175
FR000004;4MO;03982X0007/P;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,864224142;1,912247238
FR000004;4MO;03982X0413/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,800717216;1,988046136
FR000004;4MO;03982X0009/P;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,826613157;1,988796449
FR000004;4MO;03983X0004/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,867558763;2,002135198
FR000004;4MO;03984X0003/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,861874376;2,106923045
FR000004;4MO;03984X0007/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,838492312;2,143456013
FR000004;4MO;03991X0008/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,790827512;2,179568145
FR000004;4MO;03991X0403/F;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,808209922;2,192680768
FR000004;4MO;03995X0035/F;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,774710563;2,208139301
FR000004;4MO;03991X0009/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,830539748;2,208355938
FR000004;4MO;03992X0201/FAEP;1;SAGE04020;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59132;Loiret;1;sage;136474;47,795776197;2,274668093
FR000004;4MO;05068X0002/F2;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,992032373;-2,288255158
FR000004;4MO;05342X0032/SF2;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,986709011;-1,942104128
FR000004;4MO;05073X0019/S9;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;47,121032317;-1,931196373
FR000004;4MO;05347X0001/P1;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,826067128;-1,906272570
FR000004;4MO;05347X0017/P6;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,824263279;-1,862899874
FR000004;4MO;05344X0050/F;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,908440924;-1,851194482
FR000004;4MO;05078X0003/P3;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;47,000929382;-1,849830293
FR000004;4MO;05078X0033/P7;1;SAGE04022;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59134;Baie de Bourgneuf et marais breton;1;sage;136290;46,991526703;-1,841481998
FR000004;4MO;05604X0200/BACHE;1;SAGE04023;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59135;Vie et Jaunay;1;sage;136410;46,755459613;-1,867527904
FR000004;4MO;05615X0015/F;1;SAGE04023;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59135;Vie et Jaunay;1;sage;136410;46,673869838;-1,723557139
FR000004;4MO;05617X0006/F;1;SAGE04023;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59135;Vie et Jaunay;1;sage;136410;46,709378517;-1,634529291
FR000004;4MO;05197X0061/F4AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,073244150;2,351657104
FR000004;4MO;05193X0139/P3AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,085509928;2,378001777
FR000004;4MO;05197X0051/F3AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,056838233;2,396149545
FR000004;4MO;05193X0138/F2AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,070316951;2,400592391
FR000004;4MO;05193X0022/F1AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,090147891;2,417264951
FR000004;4MO;05197X0056/FEAEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,111731367;2,430118887
FR000004;4MO;05197X0007/F1AEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,114926412;2,442677365
FR000004;4MO;05206X0061/FAEP2;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,031486848;2,700411269
FR000004;4MO;04937X0001/PCAEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,183546079;2,708418176
FR000004;4MO;04243X0012/F3;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,665308227;-0,179606062
FR000004;4MO;04243X0007/F1;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,691550336;-0,173652666
FR000004;4MO;03928X0051/F1;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,731976522;-0,069760483
FR000004;4MO;03928X0055/F2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,749761401;-0,006166433
FR000004;4MO;04251X0024/F2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,676925532;0,019916991
FR000004;4MO;04252X0084/F1;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,638350945;0,113157656
FR000004;4MO;04252X0083/F2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,643861028;0,117929165
FR000004;4MO;03936X0082/S1;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,686133785;0,134251322
FR000004;4MO;03936X0007/F2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,776624469;0,173745189
FR000004;4MO;03936X0020/F2;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,734087180;0,198303846
FR000004;4MO;03936X0004/F1;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,764641493;0,208659135
