Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
FR000004;4MO;03102X0019/P1;1;SAGE04014;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59123;Aulne;1;sage;135643;48,231690881;-4,207009790
FR000003;4MO;01858X0020/F2;1;SAGE03023;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59181;Petit et Grand Morin;1;sage;134381;48,827161475;3,224022764
FR000003;4MO;01865X0028/F;1;SAGE03023;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59181;Petit et Grand Morin;1;sage;134381;48,826948999;3,267966776
FR000004;4MO;02888X0009/111111;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,264676311;0,686553376
FR000004;4MO;04258X0012/F2AEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,520771310;0,330633913
FR000004;4MO;05181X0003/PCAEP;1;SAGE04037;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59146;Cher aval;1;sage;136540;47,161116618;1,824012503
FR000003;4MO;01865X0062/F2;1;SAGE03023;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59181;Petit et Grand Morin;1;sage;134381;48,805456520;3,221314755
FR000001;3EL;00201A0117/F1;1;SAGE01013;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59171;Marque Deûle;1;sage;136139;50,561801622;2,905022667
FR000003;4MO;01865X0027/S1;1;SAGE03023;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59181;Petit et Grand Morin;1;sage;134381;48,807452017;3,224054605
FR000005;3EL;07343X0009/F;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,469642469;0,647767066
FR000001;5REV1;00216X0019/F1;1;SAGE01005;POLYGON;Artois-Picardie;Première révision;Périmètre à dominante eau de surface;0;59159;Scarpe aval;1;sage;134980;50,450337352;3,471425189
FR000005;3EL;10714X0033/HY;1;SAGE05004;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;59101;Neste-Ourse;1;sage;134373;42,990784368;0,343207784
FR000003;5REV1;00816X0044/P;1;SAGE03013;MULTIPOLYGON;Seine-Normandie;Première révision;Périmètre à dominante eau de surface;1;59088;Oise-Aronde;1;sage;136697;49,544271612;2,607773202
FR000004;4MO;03115X0042/P1;1;SAGE04013;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59121;Odet;1;sage;128564;48,101092324;-3,889327054
FR000003;4MO;02104X0036/C3;1;SAGE03007;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59136;Orne moyenne;1;sage;134380;48,769725569;-0,710808133
FR000004;4MO;03485X0003/HY;1;SAGE04012;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59120;Elle - Isole - Laïta;1;sage;121218;47,921669015;-3,536439679
FR000004;4MO;02587X0093/F;2;SAGE04021;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau souterraine;1;59133;Nappe de Beauce et milieux aquatiques associés;1;sage;134697;48,458637680;2,741253964
FR000006;4MO;06993X0140/P;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,827630665;5,227727933
FR000003;4MO;01785X0026/C1;1;SAGE03017;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59094;Risle et Charentonne;1;sage;134918;48,800382064;0,396604626
FR000004;4MO;04255X0002/F;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,580034727;0,007833600
FR000006;4MO;06754X0053/F1;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;46,033863487;5,357162553
FR000002;4MO;01652X0134/P2-5;2;SAGE02008;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59082;Bassin Houiller;1;sage;136207;49,108991733;6,652889760
FR000006;4MO;06992X0108/378A;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,813873738;5,137255766
FR000004;4MO;02891X0005/F1;1;SAGE04019;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59130;Huisne;1;sage;134270;48,392495582;0,779263421
FR000004;4MO;02757X0009/F2;1;SAGE04014;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59123;Aulne;1;sage;135643;48,309187297;-4,076020196
FR000004;4MO;02587X0036/PF1;2;SAGE04021;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau souterraine;1;59133;Nappe de Beauce et milieux aquatiques associés;1;sage;134697;48,427336485;2,742655226
FR000006;4MO;06757X0064/P;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,970397689;5,289827219
FR000005;3EL;10721X0074/HY;1;SAGE05004;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;59101;Neste-Ourse;1;sage;134373;42,983130043;0,353228748
FR000006;4MO;06757X0063/379B;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,958195803;5,262771477
FR000001;3EL;00373X0006/P1;1;SAGE01011;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59170;Escaut;1;sage;140901;50,214700757;3,408615247
FR000005;3EL;08082X0005/HY;1;SAGE05026;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;95925;Vézère-Corrèze;1;sage;140822;45,036577057;1,242001907
FR000002;4MO;01654X0046/F3;2;SAGE02008;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59082;Bassin Houiller;1;sage;136207;49,116161309;6,767352107
FR000006;4MO;06997X0196/SCE;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,794197839;5,263539900
FR000004;4MO;04264X0002/FAEP;1;SAGE04031;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59138;Loir;1;sage;135115;47,645108341;0,661287837
FR000003;4MO;02144X0006/C;1;SAGE03008;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59085;Iton;1;sage;134916;48,713888690;0,690417509
FR000001;3EL;00793X0024/P;1;SAGE01016;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59197;Somme aval et Cours d'eau côtiers;1;sage;136288;49,673317896;2,068962301
FR000005;3EL;08063X0014/F;1;SAGE05027;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;95934;Dordogne Atlantique;1;sage;134358;44,933342106;0,582867255
FR000006;4MO;06993X0099/SR1;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,846667104;5,291914021
FR000003;4MO;01286X0023/P;1;SAGE03012;MULTIPOLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59087;Nonette;1;sage;134374;49,190717075;2,623703229
FR000003;4MO;01286X0013/F;1;SAGE03012;MULTIPOLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59087;Nonette;1;sage;134374;49,155700471;2,713124181
FR000012;3EL;11178X0113/LAMA;1;SAGE06036;POLYGON;Corse;Élaboration;Périmètre à dominante eau de surface;1;59201;Prunelli Gravone Golfe d'Ajaccio;1;sage;140784;41,963321912;8,909365983
FR000003;4MO;01286X0084/P;1;SAGE03012;MULTIPOLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59087;Nonette;1;sage;134374;49,152043253;2,698276442
FR000001;3EL;00372X0063/F1;1;SAGE01011;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59170;Escaut;1;sage;140901;50,204883741;3,416863742
FR000005;3EL;07593X0004/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,320696970;0,919732966
FR000012;3EL;11178X0112/CALAN;1;SAGE06036;POLYGON;Corse;Élaboration;Périmètre à dominante eau de surface;1;59201;Prunelli Gravone Golfe d'Ajaccio;1;sage;140784;41,956969937;8,938135780
FR000005;4MO;10061X0020/F;1;SAGE05012;POLYGON;Adour-Garonne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59107;Adour amont;1;sage;136292;43,553842678;-0,001498040
FR000012;3EL;11178X0110/CATAR;1;SAGE06036;POLYGON;Corse;Élaboration;Périmètre à dominante eau de surface;1;59201;Prunelli Gravone Golfe d'Ajaccio;1;sage;140784;41,943112102;8,884560181
FR000012;3EL;11177X0131/BALEO;1;SAGE06036;POLYGON;Corse;Élaboration;Périmètre à dominante eau de surface;1;59201;Prunelli Gravone Golfe d'Ajaccio;1;sage;140784;41,964008285;8,820902568
FR000001;4MO;00384X0201/F2;1;SAGE01010;POLYGON;Artois-Picardie;Mis en oeuvre;Périmètre à dominante eau de surface;0;59167;Sambre;1;sage;130906;50,179520488;3,916898989
FR000012;3EL;11177X0109/GRAVO;1;SAGE06036;POLYGON;Corse;Élaboration;Périmètre à dominante eau de surface;1;59201;Prunelli Gravone Golfe d'Ajaccio;1;sage;140784;41,950622394;8,814554004
FR000003;2IN;01051X0032/P;1;SAGE03030;POLYGON;Seine-Normandie;Instruction;Périmètre à dominante eau de surface;0;87911;Oise moyenne;1;sage;134375;49,491917429;2,933085823
FR000001;3EL;00262X0002/P1;1;SAGE01013;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59171;Marque Deûle;1;sage;136139;50,401859807;2,704268469
FR000002;4MO;01392X0110/654;2;SAGE02008;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59082;Bassin Houiller;1;sage;136207;49,238448352;6,650463459
FR000001;3EL;00353X0031/P1;1;SAGE01009;MULTIPOLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59166;Sensée;1;sage;136347;50,200161576;2,727176587
FR000003;5REV1;01042X0066/F;1;SAGE03013;MULTIPOLYGON;Seine-Normandie;Première révision;Périmètre à dominante eau de surface;1;59088;Oise-Aronde;1;sage;136697;49,412619848;2,626423287
FR000004;4MO;04884X0104/FAEP2;1;SAGE04037;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59146;Cher aval;1;sage;136540;47,329438604;1,053587570
FR000005;4MO;10532X0036/F;1;SAGE05012;POLYGON;Adour-Garonne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59107;Adour amont;1;sage;136292;43,133077262;0,102291881
FR000003;4MO;01283X0065/P;1;SAGE03003;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59081;Automne;1;sage;136743;49,280382637;2,779071102
FR000012;4MO;11072X0003/SUARIC;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,612777854;9,466755797
FR000012;4MO;11072X0058/SUER;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,598347475;9,439227093
FR000012;4MO;11072X0035/SUARI;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,638142271;9,458331453
FR000001;4MO;00384X0029/F1;1;SAGE01010;POLYGON;Artois-Picardie;Mis en oeuvre;Périmètre à dominante eau de surface;0;59167;Sambre;1;sage;130906;50,179838615;3,925938837
FR000004;4MO;04246X0008/F2;1;SAGE04017;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59211;Authion;1;sage;140646;47,531268903;-0,244809142
FR000012;4MO;11072X0001/FOSSES;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,596556847;9,453196789
FR000012;4MO;11076X0108/GOLO;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,536823608;9,473047282
FR000003;4MO;01283X0128/PUITS2;1;SAGE03012;MULTIPOLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59087;Nonette;1;sage;134374;49,264000035;2,746914742
FR000012;4MO;11068X0008/BORGA;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,567042063;9,354761877
FR000012;4MO;11071X0070/CHIARA;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,609337111;9,387612689
FR000012;4MO;11071X0095/AGHIA;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,613040537;9,393697508
FR000012;4MO;11071X0094/STADE;1;SAGE06002;POLYGON;Corse;Mis en oeuvre;Périmètre à dominante eau de surface;1;59063;Etang de Biguglia;1;sage;119475;42,611752961;9,392103533
FR000003;3EL;02602X0058/GI;1;SAGE03028;POLYGON;Seine-Normandie;Élaboration;Périmètre à dominante eau de surface;1;59151;Bassée Voulzie;1;sage;140849;48,552395111;3,339284273
FR000002;4MO;01405X0205/IPA3;2;SAGE02008;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59082;Bassin Houiller;1;sage;136207;49,164071807;6,845138068
FR000004;3EL;04932X0031/HYAEP;1;SAGE04029;POLYGON;Loire-Bretagne;Élaboration;Périmètre à dominante eau de surface;0;59110;Sauldre;1;sage;119070;47,294801322;2,609228837
FR000003;3EL;02598X0008/F1;1;SAGE03028;POLYGON;Seine-Normandie;Élaboration;Périmètre à dominante eau de surface;1;59151;Bassée Voulzie;1;sage;140849;48,480489467;3,169995879
FR000005;3EL;08088X0014/F;1;SAGE05023;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;84908;Dordogne amont;1;sage;134357;44,874983921;1,384864217
FR000006;4MO;06758X0062/HY;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,919466193;5,376111136
FR000003;4MO;01846X0071/F3;1;SAGE03027;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59189;Marne Confluence;1;sage;136354;48,861425669;2,665409427
FR000005;4MO;10532X0051/F;1;SAGE05012;POLYGON;Adour-Garonne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59107;Adour amont;1;sage;136292;43,134635480;0,110723958
FR000003;5REV1;00816X0062/F;1;SAGE03013;MULTIPOLYGON;Seine-Normandie;Première révision;Périmètre à dominante eau de surface;1;59088;Oise-Aronde;1;sage;136697;49,516615119;2,661370849
FR000004;4MO;04932X0031/HYAEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,294801322;2,609228837
FR000003;4MO;01846X0072/F4;1;SAGE03027;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59189;Marne Confluence;1;sage;136354;48,856108903;2,656707238
FR000003;4MO;01846X0013/F1;1;SAGE03027;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59189;Marne Confluence;1;sage;136354;48,850616448;2,643924404
FR000003;5REV1;01041X0029/P;1;SAGE03013;MULTIPOLYGON;Seine-Normandie;Première révision;Périmètre à dominante eau de surface;1;59088;Oise-Aronde;1;sage;136697;49,490910802;2,584611855
FR000006;4MO;08897X0208/DEVES;1;SAGE06024;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59069;Ardèche;1;sage;135297;44,298383311;4,554324417
FR000006;4MO;06753X0004/F;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,987558431;5,272253982
FR000002;3EL;01677X0035/HY;1;SAGE02007;POLYGON;Rhin-Meuse;Élaboration;Périmètre à dominante eau de surface;0;59175;Moder;1;sage;122360;49,010039099;7,410767767
FR000006;3EL;09913X0094/P1;1;SAGE06027;POLYGON;Rhône-Méditerranée;Élaboration;Périmètre à dominante eau de surface;0;59183;Vistre - Nappes Vistrenque et Costières;1;sage;135640;43,684348562;4,196520508
FR000006;4MO;06757X0009/F;1;SAGE06004;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59072;Basse vallée de l'Ain;1;sage;136425;45,935498957;5,249980895
FR000004;3EL;04931X0003/HYAEP;1;SAGE04029;POLYGON;Loire-Bretagne;Élaboration;Périmètre à dominante eau de surface;0;59110;Sauldre;1;sage;119070;47,284118240;2,615312070
FR000004;4MO;02941X0015/P1;2;SAGE04021;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau souterraine;1;59133;Nappe de Beauce et milieux aquatiques associés;1;sage;134697;48,341959953;2,536718732
FR000005;3EL;08302X0012/F;1;SAGE05027;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;95934;Dordogne Atlantique;1;sage;134358;44,824636091;0,441548178
FR000003;4MO;02217X0016/P1;1;SAGE03019;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59095;Yerres;1;sage;134395;48,674487099;3,059828151
FR000001;3EL;00378X0002/P1;1;SAGE01011;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59170;Escaut;1;sage;140901;50,078257510;3,543976264
FR000005;3EL;10721X0042/HY;1;SAGE05004;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;0;59101;Neste-Ourse;1;sage;134373;42,957437868;0,385036853
FR000003;4MO;01074X0002/F;1;SAGE03022;POLYGON;Seine-Normandie;Mis en oeuvre;Périmètre à dominante eau de surface;1;59154;Aisne Vesle Suippe;1;sage;140894;49,511198426;3,954551497
FR000004;4MO;04931X0003/HYAEP;1;SAGE04025;MULTIPOLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;0;59137;Yèvre Auron;1;sage;140826;47,284118240;2,615312070
FR000006;4MO;09381X0013/SP-AND;1;SAGE06014;POLYGON;Rhône-Méditerranée;Mis en oeuvre;Périmètre à dominante eau de surface;0;59057;Gardons;1;sage;140948;44,051367467;3,988664064
FR000002;3EL;01677X0001/F;1;SAGE02007;POLYGON;Rhin-Meuse;Élaboration;Périmètre à dominante eau de surface;0;59175;Moder;1;sage;122360;48,995076957;7,486556801
FR000003;3EL;00806X0039/PC;1;SAGE03034;POLYGON;Seine-Normandie;Élaboration;Périmètre à dominante eau de surface;0;113153;Brèche;1;sage;140828;49,538319719;2,272924371
FR000001;3EL;00267X0222/F1;1;SAGE01015;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59221;Scarpe amont;1;sage;134763;50,262489911;2,747603126
FR000005;3EL;07831X0009/F;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,141159283;0,808260714
FR000002;4MO;01374X0273/G;2;SAGE02003;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59114;Bassin ferrifère;1;sage;130943;49,254573514;6,044586008
FR000003;2IN;00826X0089/F6;1;SAGE03030;POLYGON;Seine-Normandie;Instruction;Périmètre à dominante eau de surface;0;87911;Oise moyenne;1;sage;134375;49,580505211;2,978688118
FR000001;3EL;00267X0224/F3;1;SAGE01009;MULTIPOLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59166;Sensée;1;sage;136347;50,241017429;2,767883828
FR000002;4MO;01373X0121/P-AVAL;2;SAGE02003;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59114;Bassin ferrifère;1;sage;130943;49,279121170;6,013989099
FR000003;2IN;00826X0005/F;1;SAGE03030;POLYGON;Seine-Normandie;Instruction;Périmètre à dominante eau de surface;0;87911;Oise moyenne;1;sage;134375;49,592547512;3,015487208
FR000004;4MO;04222X0092/L24;1;SAGE04009;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59153;Oudon;1;sage;140681;47,637488696;-0,954383041
FR000001;3EL;00372X0003/P1;1;SAGE01011;POLYGON;Artois-Picardie;Élaboration;Périmètre à dominante eau de surface;0;59170;Escaut;1;sage;140901;50,187094459;3,433882150
FR000002;4MO;01373X0120/P-AMON;2;SAGE02003;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59114;Bassin ferrifère;1;sage;130943;49,284961259;6,007166321
FR000003;2IN;00826X0001/P;1;SAGE03030;POLYGON;Seine-Normandie;Instruction;Périmètre à dominante eau de surface;0;87911;Oise moyenne;1;sage;134375;49,584414312;2,989787044
FR000004;4MO;04567X0005/F2;1;SAGE04017;POLYGON;Loire-Bretagne;Mis en oeuvre;Périmètre à dominante eau de surface;1;59211;Authion;1;sage;140646;47,344883380;0,256151904
FR000002;4MO;01374X0268/S;2;SAGE02003;POLYGON;Rhin-Meuse;Mis en oeuvre;Périmètre à dominante eau souterraine;0;59114;Bassin ferrifère;1;sage;130943;49,318638536;6,004075076
